Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,데이터 취급 및 처리(성적 지향)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/수집됨
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/공유됨
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,데이터 취급 및 처리(기타 정보)/이 데이터는 임시로 처리되나요?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,true,SINGLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/사용자가 데이터의 수집 여부를 선택할 수 있습니다
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,false,SINGLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/데이터 수집은 필수입니다(사용자가 이 데이터 수집을 중지할 수 없음)
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,true,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,false,MULTIPLE_CHOICE,데이터 취급 및 처리(기타 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/수집됨
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/공유됨
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,데이터 취급 및 처리(사용자 결제 정보)/이 데이터는 임시로 처리되나요?
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/사용자가 데이터의 수집 여부를 선택할 수 있습니다
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/데이터 수집은 필수입니다(사용자가 이 데이터 수집을 중지할 수 없음)
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 결제 정보)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/수집됨
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/공유됨
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,데이터 취급 및 처리(구매 내역)/이 데이터는 임시로 처리되나요?
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,false,SINGLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/사용자가 데이터의 수집 여부를 선택할 수 있습니다
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/데이터 수집은 필수입니다(사용자가 이 데이터 수집을 중지할 수 없음)
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,false,MULTIPLE_CHOICE,데이터 취급 및 처리(구매 내역)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/수집됨
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/공유됨
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,데이터 취급 및 처리(신용 점수)/이 데이터는 임시로 처리되나요?
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/사용자가 데이터의 수집 여부를 선택할 수 있습니다
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/데이터 수집은 필수입니다(사용자가 이 데이터 수집을 중지할 수 없음)
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,데이터 취급 및 처리(신용 점수)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
